Year,Month,Date,Number of plots,Plot number,Crop,Variety,Pounds,Pounds per plot,Calories,Calories per plot
2016,10,10/9/2016,1,5,tomatoes,,5,5,340.5,340.5
2016,10,10/16/2016,1,5,tomatoes,,3,3,204.3,204.3
2016,7,7/27/2016,1,5,squash,yellow,3,3,217.92,217.92
2016,7,7/27/2016,1,5,tomatoes,,5.5,5.5,374.55,374.55
2016,7,7/31/2016,1,5,squash,yellow,9,9,653.76,653.76
2016,7,7/31/2016,1,5,tomatoes,,10,10,681,681
2016,8,8/2/2016,1,5,tomatoes,big boy,3,3,204.3,204.3
2016,8,8/2/2016,1,5,tomatoes,sungold,3,3,204.3,204.3
2016,8,8/4/2016,1,5,tomatoes,big boy,2.5,2.5,170.25,170.25
2016,8,8/7/2016,1,5,tomatoes,big boy,4.5,4.5,306.45,306.45
2016,7,7/18/2016,1,6,broccoli,,4.5,4.5,694.62,694.62
2016,7,7/22/2016,1,6,cucumbers,,2,2,136.2,136.2
2016,7,7/22/2016,1,6,peppers,,1,1,90.8,90.8
2016,7,7/25/2016,1,6,broccoli,,5,5,771.8,771.8
2016,7,7/25/2016,1,6,cucumbers,,3,3,204.3,204.3
2016,7,7/28/2016,1,6,peppers,,2,2,181.6,181.6
2016,7,7/28/2016,1,6,broccoli,,6,6,926.16,926.16
2016,8,8/1/2016,1,6,broccoli,,3,3,463.08,463.08
2016,8,8/2/2016,1,6,carrots,,3,3,558.42,558.42
2016,8,8/9/2016,1,6,broccoli,,3,3,463.08,463.08
2016,8,8/12/2016,1,6,carrots,,6,6,1116.84,1116.84
2016,8,8/15/2016,1,6,carrots,,5,5,930.7,930.7
2016,8,8/15/2016,1,6,broccoli,,5,5,771.8,771.8
2016,8,8/18/2016,1,6,tomatoes,,23,23,1566.3,1566.3
2016,8,8/18/2016,1,6,carrots,,3.5,3.5,651.49,651.49
2016,8,8/18/2016,1,6,peppers,,1.5,1.5,136.2,136.2
2016,8,8/28/2016,1,6,broccoli,,6.5,6.5,1003.34,1003.34
2016,9,9/4/2016,1,6,broccoli,,1.5,1.5,231.54,231.54
2016,10,10/10/2016,1,6,kale,,2,2,454,454
2016,8,8/21/2016,1,7,kale,,4,4,908,908
2016,8,8/29/2016,1,7,kale,,5,5,1135,1135
2016,8,8/29/2016,1,7,tomatoes,,15,15,1021.5,1021.5
2016,8,8/29/2016,1,7,watermelon,,3,3,408.6,408.6
2016,9,9/3/2016,1,7,tomatoes,,14,14,953.4,953.4
2016,9,9/12/2016,1,7,kale,,3,3,681,681
2016,7,7/27/2016,1,7,kale,,20,20,4540,4540
2016,7,7/27/2016,1,7,beans,,4,4,562.96,562.96
2016,7,7/27/2016,1,7,basil,,1,1,104.42,104.42
2016,7,7/31/2016,1,7,kale,,7,7,1589,1589
2016,7,7/31/2016,1,7,onions,,5,5,908,908
2016,7,7/31/2016,1,7,cucumbers,,3,3,204.3,204.3
2016,7,7/25/2016,1,8,zucchini,,6.5,6.5,472.16,472.16
2016,7,7/29/2016,1,8,zucchini,,6.25,6.25,454,454
2016,8,8/1/2016,1,8,kale,,2.25,2.25,510.75,510.75
2016,7,7/29/2016,1,8,cabbage,,5,5,567.5,567.5
2016,8,8/9/2016,1,8,tomatoes,,2,2,136.2,136.2
2016,8,8/14/2016,1,8,zucchini,,5.5,5.5,399.52,399.52
2016,8,8/14/2016,1,8,tomatoes,,7.5,7.5,510.75,510.75
2016,8,8/16/2016,1,8,tomatoes,,5.5,5.5,374.55,374.55
2016,8,8/16/2016,1,8,zucchini,,1.5,1.5,108.96,108.96
2016,8,8/21/2016,1,8,tomatoes,,10.5,10.5,715.05,715.05
2016,8,8/21/2016,1,8,tomatoes,,5.5,5.5,374.55,374.55
2016,8,8/21/2016,1,8,zucchini,,3.5,3.5,254.24,254.24
2016,8,8/24/2016,1,8,squash,,11,11,799.04,799.04
2016,8,8/24/2016,1,8,kale,,1.25,1.25,283.75,283.75
2016,8,8/28/2016,1,8,squash,,15,15,1089.6,1089.6
2016,8,8/28/2016,1,8,watermelon,,14,14,1906.8,1906.8
2016,9,9/11/2016,1,8,kale,,1,1,227,227
2016,9,9/25/2016,1,8,collards,,3.5,3.5,476.7,476.7
2016,9,9/25/2016,1,8,kale,,1,1,227,227
2016,9,9/25/2016,1,8,lettuce,,1,1,68.1,68.1
2016,10,10/5/2016,1,8,collards,,5,5,681,681
2016,10,10/5/2016,1,8,lettuce,,1,1,68.1,68.1
2016,10,10/13/2016,1,8,lettuce,,2,2,136.2,136.2
2016,10,10/13/2016,1,8,kale,,1,1,227,227
2016,10,10/16/2016,1,8,collards,,2.5,2.5,340.5,340.5
2016,10,10/18/2016,1,8,collards,,1.5,1.5,204.3,204.3
2016,10,10/18/2016,1,8,lettuce,,2,2,136.2,136.2
2016,10,10/23/2016,1,8,collards,,1,1,136.2,136.2
2016,8,8/11/2016,1,9,collards,,2.5,2.5,340.5,340.5
2016,8,8/19/2016,1,9,collards,,1.5,1.5,204.3,204.3
2016,8,8/26/2016,1,9,collards,,1.5,1.5,204.3,204.3
2016,9,9/10/2016,1,9,collards,,5,5,681,681
2016,9,9/10/2016,1,9,squash,,3.5,3.5,254.24,254.24
2016,9,9/23/2016,1,9,collards,,4.5,4.5,612.9,612.9
2016,9,9/25/2016,1,9,collards,,2,2,272.4,272.4
2016,8,8/11/2016,1,9,beets,,3.5,3.5,683.27,683.27
2016,8,8/19/2016,1,9,beets,,2,2,390.44,390.44
2016,9,9/10/2016,1,9,brussel sprouts,,1.5,1.5,292.83,292.83
2016,9,9/10/2016,1,9,kale,,3,3,681,681
2016,8,8/28/2016,1,9,kale,,1.5,1.5,340.5,340.5
2016,8,8/28/2016,1,9,tomatoes,,7,7,476.7,476.7
2016,8,8/28/2016,1,9,tomatoes,,1,1,68.1,68.1
2016,7,7/22/2016,1,9,collards,,1.25,1.25,170.25,170.25
2016,7,7/30/2016,1,9,collards,,2,2,272.4,272.4
2016,8,8/4/2016,1,9,collards,,3.5,3.5,476.7,476.7
2016,7,7/22/2016,1,9,squash,,3,3,217.92,217.92
2016,7,7/30/2016,1,9,squash,,13,13,944.32,944.32
2016,7,7/30/2016,1,9,beets,,20,20,3904.4,3904.4
2016,8,8/4/2016,1,9,beets,,11,11,2147.42,2147.42
2016,8,8/8/2016,1,9,beets,,3,3,585.66,585.66
2016,7,7/22/2016,1,9,beets,,12.5,12.5,2440.25,2440.25
2016,7,7/31/2016,1,10,corn,,9,9,4004.28,4004.28
2016,7,7/31/2016,1,10,tomatoes,,1.75,1.75,119.175,119.175
2016,8,8/2/2016,1,10,zucchini,,8,8,581.12,581.12
2016,8,8/2/2016,1,10,tomatoes,,2,2,136.2,136.2
2016,8,8/3/2016,1,10,tomatoes,,5,5,340.5,340.5
2016,8,8/10/2016,1,10,tomatoes,,2,2,136.2,136.2
2016,8,8/12/2016,1,10,tomatoes,,2,2,136.2,136.2
2016,8,8/20/2016,1,10,corn,,4,4,1779.68,1779.68
2016,9,9/25/2016,1,10,tomatoes,,1,1,68.1,68.1
2016,8,8/12/2016,1,11,peppers,,3.75,3.75,340.5,340.5
2016,8,8/12/2016,1,11,squash,,1.25,1.25,90.8,90.8
2016,8,8/21/2016,1,11,kale,,1,1,227,227
2016,8,8/21/2016,1,11,kale,,4,4,908,908
2016,8,8/25/2016,1,11,peppers,,0.5,0.5,45.4,45.4
2016,8,8/28/2016,1,11,basil,,1,1,104.42,104.42
2016,8,8/28/2016,1,11,peppers,,1,1,90.8,90.8
2016,9,9/6/2016,1,11,kale,,1,1,227,227
2016,9,9/6/2016,1,11,kale,,3.5,3.5,794.5,794.5
2016,9,9/6/2016,1,11,peppers,,3,3,272.4,272.4
2016,9,9/13/2016,1,11,tomatoes,,0.75,0.75,51.075,51.075
2016,9,9/25/2016,1,11,peppers,,5,5,454,454
2016,10,10/2/2016,1,11,collards,,1.75,1.75,238.35,238.35
2016,10,10/6/2016,1,11,peppers,,5,5,454,454
2016,10,10/13/2016,1,11,peppers,,8,8,726.4,726.4
2016,10,10/16/2016,1,11,peppers,,2.5,2.5,227,227
2016,10,10/23/2016,1,11,peppers,,1,1,90.8,90.8
2016,7,7/17/2016,1,11,beans,,2,2,281.48,281.48
2016,7,7/18/2016,1,11,beans,,1,1,140.74,140.74
2016,7,7/20/2016,1,11,beans,,2,2,281.48,281.48
2016,7,7/24/2016,1,11,cucumbers,,4,4,272.4,272.4
2016,7,7/25/2016,1,11,beans,,2.5,2.5,351.85,351.85
2016,7,7/26/2016,1,11,cucumbers,,3.5,3.5,238.35,238.35
2016,7,7/26/2016,1,11,beans,,1,1,140.74,140.74
2016,7,7/26/2016,1,11,kale,,1.5,1.5,340.5,340.5
2016,7,7/26/2016,1,11,basil,,0.5,0.5,52.21,52.21
2016,7,7/26/2016,1,11,peppers,,1,1,90.8,90.8
2016,8,8/3/2016,1,11,squash,,1,1,72.64,72.64
2016,8,8/9/2016,1,11,peppers,,4,4,363.2,363.2
2016,8,8/9/2016,1,11,kale,,1,1,227,227
2016,7,7/13/2016,1,12,zucchini,,5.75,5.75,417.68,417.68
2016,7,7/15/2016,1,12,zucchini,,3,3,217.92,217.92
2016,7,7/15/2016,1,12,zucchini,,3.75,3.75,272.4,272.4
2016,7,7/17/2016,1,12,zucchini,,12,12,871.68,871.68
2016,7,7/19/2016,1,12,zucchini,,12.5,12.5,908,908
2016,7,7/20/2016,1,12,zucchini,,18,18,1307.52,1307.52
2016,7,7/22/2016,1,12,zucchini,,11,11,799.04,799.04
2016,7,7/23/2016,1,12,zucchini,,6.75,6.75,490.32,490.32
2016,7,7/24/2016,1,12,zucchini,,21.5,21.5,1561.76,1561.76
2016,7,7/27/2016,1,12,zucchini,,23,23,1670.72,1670.72
2016,7,7/30/2016,1,12,zucchini,,22,22,1598.08,1598.08
2016,7,7/31/2016,1,12,zucchini,,8.25,8.25,599.28,599.28
2016,8,8/1/2016,1,12,zucchini,,5.25,5.25,381.36,381.36
2016,8,8/2/2016,1,12,zucchini,,2.5,2.5,181.6,181.6
2016,8,8/4/2016,1,12,zucchini,,11.5,11.5,835.36,835.36
2016,8,8/4/2016,1,12,tomatoes,,1,1,68.1,68.1
2016,8,8/7/2016,1,12,zucchini,,7,7,508.48,508.48
2016,8,8/9/2016,1,12,zucchini,,5,5,363.2,363.2
2016,8,8/10/2016,1,12,zucchini,,6,6,435.84,435.84
2016,8,8/11/2016,1,12,zucchini,,16.5,16.5,1198.56,1198.56
2016,8,8/14/2016,1,12,zucchini,,20,20,1452.8,1452.8
2016,8,8/14/2016,1,12,tomatoes,,1,1,68.1,68.1
2016,9,9/24/2016,1,12,lettuce,,4.5,4.5,306.45,306.45
2016,10,10/2/2016,1,12,cabbage,,10,10,1135,1135
2016,10,10/8/2016,1,12,kale,,1,1,227,227
2016,10,10/8/2016,1,12,collards,,6.5,6.5,885.3,885.3
2016,10,10/16/2016,1,12,collards,,2.5,2.5,340.5,340.5
2016,10,10/16/2016,1,12,kale,,1,1,227,227
2016,10,10/16/2016,1,12,broccoli,,8.5,8.5,1312.06,1312.06
2016,8,8/2/2016,1,13,tomatoes,,5,5,340.5,340.5
2016,8,8/2/2016,1,13,tomatoes,,4.25,4.25,289.425,289.425
2016,8,8/3/2016,1,13,tomatoes,,0.75,0.75,51.075,51.075
2016,8,8/4/2016,1,13,tomatoes,,0.5,0.5,34.05,34.05
2016,8,8/4/2016,1,13,tomatoes,,5.5,5.5,374.55,374.55
2016,8,8/8/2016,1,13,tomatoes,,13,13,885.3,885.3
2016,7,7/17/2016,1,14,squash,,11,11,799.04,799.04
2016,7,7/19/2016,1,14,squash,,3,3,217.92,217.92
2016,7,7/19/2016,1,14,squash,,7.5,7.5,544.8,544.8
2016,7,7/21/2016,1,14,squash,,13.5,13.5,980.64,980.64
2016,7,7/31/2016,1,14,squash,,17,17,1234.88,1234.88
2016,8,8/2/2016,1,14,squash,,5.5,5.5,399.52,399.52
2016,8,8/4/2016,1,14,squash,,4,4,290.56,290.56
2016,8,8/7/2016,1,14,squash,,9,9,653.76,653.76
2016,7,7/18/2016,1,15,peppers,,1.5,1.5,136.2,136.2
2016,7,7/22/2016,1,15,peppers,,1.25,1.25,113.5,113.5
2016,7,7/22/2016,1,15,okra,,0.75,0.75,112.365,112.365
2016,7,7/29/2016,1,15,peppers,,3,3,272.4,272.4
2016,7,7/29/2016,1,15,squash,,4,4,290.56,290.56
2016,7,7/29/2016,1,15,okra,,0.5,0.5,74.91,74.91
2016,7,7/29/2016,1,15,peppers,,5.5,5.5,499.4,499.4
2016,7,7/30/2016,1,15,okra,,0.25,0.25,37.455,37.455
2016,7,7/30/2016,1,15,peppers,,4.75,4.75,431.3,431.3
2016,7,7/31/2016,1,15,okra,,1.5,1.5,224.73,224.73
2016,7,7/31/2016,1,15,squash,butternut,4,4,290.56,290.56
2016,8,8/1/2016,1,15,okra,,0.5,0.5,74.91,74.91
2016,8,8/3/2016,1,15,okra,,0.25,0.25,37.455,37.455
2016,8,8/3/2016,1,15,peppers,,2,2,181.6,181.6
2016,8,8/10/2016,1,15,okra,,0.25,0.25,37.455,37.455
2016,8,8/10/2016,1,15,peppers,,2.75,2.75,249.7,249.7
2016,8,8/12/2016,1,15,okra,,0.25,0.25,37.455,37.455
2016,8,8/17/2016,1,15,okra,,0.5,0.5,74.91,74.91
2016,8,8/17/2016,1,15,peppers,,5,5,454,454
2016,8,8/18/2016,1,15,peppers,,1,1,90.8,90.8
2016,8,8/30/2016,1,15,peppers,,1,1,90.8,90.8
2016,9,9/25/2016,1,15,peppers,,1.25,1.25,113.5,113.5
2016,9,9/25/2016,1,15,peppers,,2,2,181.6,181.6
2016,10,10/5/2016,1,15,peppers,,2.75,2.75,249.7,249.7
2016,10,10/18/2016,1,15,collards,,2,2,272.4,272.4
2016,10,10/18/2016,1,15,peppers,,2,2,181.6,181.6
2016,10,10/19/2016,1,15,peppers,,4,4,363.2,363.2
2016,8,8/9/2016,1,14,squash,,4,4,290.56,290.56
2016,8,8/12/2016,1,14,squash,,12,12,871.68,871.68
2016,8,8/18/2016,1,14,squash,,1.5,1.5,108.96,108.96
2016,9,9/11/2016,1,14,swiss chard,,2,2,172.52,172.52
2016,9,9/11/2016,1,14,tomatoes,,1,1,68.1,68.1
2016,9,9/11/2016,1,14,arugula,,1,1,113.5,113.5
2016,9,9/21/2016,1,14,swiss chard,,1.5,1.5,129.39,129.39
2016,9,9/28/2016,1,14,swiss chard,,1.5,1.5,129.39,129.39
2016,10,10/4/2016,1,14,swiss chard,,1,1,86.26,86.26
2016,10,10/4/2016,1,14,tomatoes,,1.5,1.5,102.15,102.15
2016,10,10/16/2016,1,14,swiss chard,,2,2,172.52,172.52
2016,8,8/9/2016,1,13,tomatoes,,8.25,8.25,561.825,561.825
2016,8,8/10/2016,1,13,tomatoes,,4,4,272.4,272.4
2016,8,8/11/2016,1,13,tomatoes,,3.25,3.25,221.325,221.325
2016,8,8/12/2016,1,13,tomatoes,,14,14,953.4,953.4
2016,8,8/11/2016,1,13,tomatoes,,6.25,6.25,425.625,425.625
2016,8,8/15/2016,1,13,tomatoes,,8.25,8.25,561.825,561.825
2016,8,8/13/2016,1,13,tomatoes,,10.25,10.25,698.025,698.025
2016,8,8/10/2016,1,13,tomatoes,,8.25,8.25,561.825,561.825
2016,8,8/20/2016,1,13,tomatoes,,14,14,953.4,953.4
2016,8,8/20/2016,1,13,tomatoes,,2.5,2.5,170.25,170.25
2016,8,8/25/2016,1,13,tomatoes,,11,11,749.1,749.1
2016,8,8/28/2016,1,13,tomatoes,,5,5,340.5,340.5
2016,9,9/7/2016,1,13,tomatoes,,7,7,476.7,476.7
2016,9,9/12/2016,1,13,tomatoes,,6,6,408.6,408.6
2016,9,9/16/2016,1,13,tomatoes,,11.25,11.25,766.125,766.125
2016,9,9/22/2016,1,13,tomatoes,,8.25,8.25,561.825,561.825
2016,9,9/28/2016,1,13,tomatoes,,1.75,1.75,119.175,119.175
2016,10,10/4/2016,1,13,tomatoes,,7.75,7.75,527.775,527.775
2016,10,10/12/2016,1,13,tomatoes,,1.75,1.75,119.175,119.175
2016,10,10/26/2016,1,13,tomatoes,,0.75,0.75,51.075,51.075
